title_len,title_unique,text_len,text_unique,avg_sentence_len,neg,neu,pos,real?
58,7,5211,357,24,0.039,0.879,0.082,1
64,9,4633,291,24,0.041,0.816,0.143,1
62,8,4827,342,24,0.061,0.851,0.088,1
67,8,2270,151,23,0.05,0.912,0.038,1
61,9,4147,308,20,0.03,0.876,0.094,1
55,7,3038,208,21,0.089,0.848,0.063,1
63,7,2627,202,18,0.071,0.819,0.111,1
65,7,516,45,26,0.026,0.974,0.0,1
63,9,2660,217,24,0.028,0.887,0.085,1
67,8,733,51,23,0.043,0.935,0.022,1
74,11,7858,509,22,0.023,0.848,0.129,1
49,7,553,47,19,0.016,0.964,0.02,1
62,8,3010,200,30,0.107,0.838,0.055,1
64,8,2146,167,27,0.063,0.887,0.05,1
72,10,488,42,15,0.084,0.916,0.0,1
63,8,333,32,13,0.0,0.949,0.051,1
59,8,601,50,17,0.0,1.0,0.0,1
58,6,3959,254,22,0.061,0.833,0.106,1
73,9,2155,148,18,0.047,0.872,0.081,1
54,8,1536,126,20,0.107,0.846,0.047,1
58,9,526,47,18,0.135,0.841,0.024,1
71,8,2072,162,26,0.049,0.805,0.146,1
73,10,2607,201,20,0.037,0.843,0.12,1
63,8,2100,166,26,0.111,0.85,0.039,1
63,7,3443,249,25,0.058,0.856,0.086,1
70,8,2618,183,27,0.047,0.901,0.052,1
73,9,5545,381,19,0.08,0.775,0.145,1
58,7,535,51,28,0.0,0.768,0.232,1
66,9,2029,147,21,0.009,0.891,0.1,1
53,7,746,61,14,0.108,0.789,0.102,1
71,9,1189,93,26,0.076,0.757,0.167,1
51,5,2565,203,24,0.058,0.846,0.096,1
63,7,531,48,21,0.091,0.878,0.031,1
71,11,6965,464,22,0.051,0.868,0.081,1
53,7,6326,398,19,0.034,0.878,0.088,1
65,9,2324,182,20,0.039,0.854,0.107,1
50,7,651,56,14,0.025,0.96,0.014,1
62,7,418,44,28,0.0,0.961,0.039,1
66,8,2597,183,20,0.029,0.925,0.046,1
54,7,3608,268,23,0.07,0.878,0.051,1
73,9,481,37,16,0.072,0.907,0.021,1
62,8,488,44,15,0.129,0.837,0.033,1
64,8,4185,262,20,0.057,0.865,0.078,1
59,6,1517,109,22,0.08,0.883,0.037,1
66,8,1646,130,27,0.025,0.907,0.068,1
57,6,2010,138,20,0.148,0.782,0.07,1
67,7,1211,88,24,0.043,0.826,0.131,1
50,6,985,84,15,0.0,0.787,0.213,1
60,8,1867,139,20,0.017,0.854,0.129,1
72,8,2401,168,26,0.049,0.904,0.046,1
59,8,2628,187,20,0.05,0.858,0.092,1
70,9,2567,186,23,0.102,0.847,0.051,1
67,8,4535,300,21,0.109,0.825,0.066,1
70,9,3862,231,23,0.053,0.836,0.111,1
74,10,1720,134,25,0.068,0.891,0.041,1
55,7,590,47,24,0.047,0.872,0.081,1
64,8,477,40,78,0.036,0.806,0.159,1
82,9,445,41,25,0.0,0.852,0.148,1
75,9,395,38,23,0.0,0.959,0.041,1
65,9,403,37,22,0.0,0.81,0.19,1
82,11,3079,231,21,0.029,0.856,0.115,1
58,8,2556,179,21,0.03,0.854,0.116,1
48,7,1467,126,20,0.054,0.799,0.147,1
68,9,4527,311,25,0.029,0.859,0.112,1
49,6,4448,307,21,0.046,0.873,0.081,1
75,9,1454,127,18,0.076,0.79,0.135,1
67,9,2757,177,26,0.056,0.865,0.079,1
56,6,2793,204,27,0.042,0.849,0.109,1
59,7,3318,222,18,0.016,0.886,0.099,1
66,8,2575,198,38,0.061,0.795,0.143,1
62,5,2425,173,26,0.115,0.84,0.045,1
62,9,1850,144,23,0.033,0.881,0.086,1
81,10,5043,314,32,0.019,0.863,0.118,1
71,9,4134,267,28,0.083,0.799,0.118,1
96,11,482,44,25,0.03,0.905,0.065,1
57,8,548,43,38,0.0,0.841,0.159,1
78,11,577,47,33,0.021,0.865,0.114,1
67,10,2214,153,29,0.03,0.828,0.142,1
76,10,486,39,20,0.0,0.939,0.061,1
54,7,304,28,12,0.161,0.839,0.0,1
57,7,1904,139,36,0.023,0.858,0.118,1
65,9,1367,114,27,0.026,0.878,0.096,1
62,10,1623,117,20,0.066,0.899,0.036,1
73,8,2301,179,28,0.134,0.808,0.057,1
67,10,578,46,30,0.0,0.913,0.087,1
72,10,2951,192,18,0.021,0.916,0.063,1
69,7,3450,254,25,0.03,0.892,0.078,1
54,9,5774,402,25,0.085,0.825,0.09,1
58,7,6545,416,24,0.086,0.81,0.105,1
64,8,1627,128,17,0.041,0.834,0.126,1
42,4,2807,193,17,0.015,0.906,0.079,1
56,6,2807,193,17,0.015,0.906,0.079,1
58,6,3034,215,20,0.067,0.82,0.113,1
60,8,542,49,14,0.0,0.963,0.037,1
75,9,3384,229,24,0.084,0.848,0.068,1
57,7,1159,88,19,0.095,0.905,0.0,1
68,8,2879,187,22,0.068,0.886,0.046,1
49,6,1552,120,19,0.042,0.881,0.076,1
60,7,3584,302,19,0.045,0.904,0.051,1
64,8,2235,172,31,0.068,0.881,0.051,1
62,8,5986,396,31,0.028,0.868,0.104,1
65,9,1592,119,26,0.078,0.852,0.07,1
64,8,448,46,16,0.109,0.783,0.107,1
58,7,1462,119,22,0.038,0.899,0.062,1
56,9,381,35,15,0.0,0.941,0.059,1
58,8,433,32,18,0.0,0.873,0.127,1
73,9,1338,103,24,0.143,0.802,0.055,1
76,11,326,29,16,0.042,0.871,0.087,1
49,7,1003,87,20,0.034,0.953,0.013,1
75,11,4132,311,22,0.071,0.852,0.077,1
74,10,645,56,25,0.0,0.76,0.24,1
58,8,5121,305,22,0.115,0.841,0.044,1
51,8,5553,364,24,0.068,0.862,0.07,1
64,10,1626,122,23,0.037,0.906,0.057,1
69,8,532,46,12,0.032,0.831,0.136,1
68,9,3011,235,21,0.032,0.908,0.06,1
62,8,579,53,17,0.029,0.918,0.053,1
86,10,1038,86,22,0.061,0.827,0.112,1
69,9,3963,259,30,0.045,0.876,0.079,1
77,8,2899,204,25,0.05,0.887,0.064,1
70,9,545,44,22,0.07,0.87,0.06,1
51,6,2454,173,26,0.057,0.865,0.078,1
66,9,2037,141,26,0.068,0.882,0.05,1
67,8,1972,141,20,0.047,0.89,0.063,1
72,9,1127,89,25,0.07,0.872,0.058,1
64,9,3355,232,24,0.06,0.851,0.089,1
57,7,4061,283,20,0.043,0.88,0.077,1
61,6,863,66,17,0.229,0.771,0.0,1
61,9,504,48,17,0.017,0.908,0.075,1
79,11,856,67,18,0.055,0.826,0.119,1
66,9,3243,223,23,0.06,0.852,0.088,1
65,8,584,48,12,0.081,0.815,0.104,1
63,9,506,45,16,0.024,0.872,0.104,1
69,9,4801,328,27,0.051,0.869,0.081,1
55,7,3090,214,18,0.084,0.855,0.061,1
66,8,4080,295,25,0.069,0.819,0.112,1
66,8,3916,261,23,0.089,0.868,0.042,1
70,9,2308,163,24,0.052,0.917,0.031,1
70,8,3095,245,23,0.072,0.849,0.079,1
69,10,3268,208,20,0.1,0.851,0.049,1
68,10,2994,210,22,0.033,0.919,0.048,1
59,8,4258,283,34,0.051,0.839,0.109,1
61,9,1100,86,18,0.097,0.822,0.082,1
62,6,6044,371,27,0.051,0.911,0.038,1
77,10,2410,164,29,0.015,0.917,0.068,1
86,9,452,38,33,0.118,0.74,0.142,1
62,7,2359,178,22,0.068,0.864,0.068,1
63,8,6232,435,23,0.035,0.926,0.039,1
67,9,412,39,23,0.032,0.931,0.037,1
64,10,5431,400,26,0.074,0.836,0.09,1
60,8,3030,203,25,0.061,0.873,0.066,1
67,7,5451,361,22,0.039,0.898,0.064,1
44,7,3680,252,21,0.079,0.853,0.068,1
53,8,2744,189,20,0.049,0.828,0.123,1
66,10,3015,214,24,0.139,0.756,0.105,1
68,9,3315,207,23,0.102,0.801,0.097,1
85,12,5509,360,27,0.071,0.847,0.082,1
65,9,7338,416,21,0.107,0.815,0.078,1
59,9,1805,151,21,0.124,0.774,0.102,1
69,9,3670,264,20,0.132,0.793,0.075,1
61,8,2683,188,21,0.043,0.917,0.039,1
68,11,1748,128,21,0.014,0.829,0.158,1
69,8,815,73,31,0.084,0.832,0.084,1
75,9,3494,218,26,0.079,0.808,0.113,1
62,9,3378,236,25,0.046,0.879,0.075,1
60,7,1991,142,28,0.011,0.873,0.116,1
80,8,1938,138,20,0.082,0.856,0.062,1
45,5,1910,142,25,0.15,0.827,0.024,1
71,10,4763,296,26,0.103,0.811,0.086,1
66,8,400,41,21,0.068,0.889,0.043,1
61,8,2171,167,21,0.042,0.862,0.096,1
65,9,5529,362,19,0.032,0.865,0.103,1
68,9,3685,241,21,0.067,0.844,0.089,1
63,7,5431,338,22,0.11,0.829,0.061,1
67,7,2701,184,19,0.113,0.832,0.055,1
73,10,3685,241,21,0.067,0.844,0.089,1
72,10,3722,230,22,0.018,0.886,0.096,1
68,7,3768,247,21,0.06,0.899,0.041,1
43,4,3434,241,21,0.036,0.893,0.071,1
74,9,1467,106,22,0.051,0.904,0.045,1
66,8,2663,189,19,0.039,0.893,0.068,1
70,8,1724,124,21,0.115,0.843,0.042,1
69,9,1389,112,15,0.078,0.739,0.182,1
72,7,2712,162,21,0.106,0.794,0.1,1
66,8,3546,233,26,0.044,0.893,0.064,1
67,8,515,41,21,0.016,0.951,0.034,1
63,8,3685,253,28,0.057,0.842,0.101,1
47,6,397,35,16,0.035,0.876,0.089,1
73,9,838,67,45,0.015,0.814,0.171,1
85,11,3864,249,24,0.035,0.857,0.108,1
59,8,814,65,19,0.132,0.775,0.093,1
71,8,2258,146,28,0.077,0.86,0.063,1
77,10,2515,181,31,0.048,0.906,0.046,1
64,8,3151,227,24,0.064,0.896,0.04,1
87,9,489,38,25,0.03,0.929,0.042,1
44,6,853,66,31,0.07,0.878,0.052,1
35,5,351,31,14,0.029,0.87,0.101,1
63,8,4851,319,24,0.036,0.934,0.03,1
70,10,317,28,26,0.044,0.809,0.147,1
69,8,2480,165,17,0.163,0.736,0.101,1
59,9,514,46,21,0.0,0.895,0.105,1
57,7,303,26,22,0.051,0.949,0.0,1
71,9,551,51,22,0.018,0.903,0.079,1
68,6,337,31,12,0.032,0.945,0.023,1
71,8,4443,265,22,0.093,0.832,0.075,1
65,8,1770,138,31,0.041,0.844,0.115,1
54,6,4436,266,18,0.051,0.867,0.082,1
66,8,1951,146,21,0.04,0.904,0.056,1
80,12,4002,267,23,0.02,0.937,0.043,1
72,8,642,52,11,0.0,0.864,0.136,1
54,8,2294,182,17,0.157,0.786,0.057,1
73,8,4173,293,26,0.094,0.838,0.069,1
74,9,421,37,13,0.032,0.934,0.035,1
55,7,4585,308,24,0.066,0.812,0.122,1
77,12,2498,198,21,0.107,0.822,0.071,1
61,7,475,37,18,0.034,0.966,0.0,1
67,9,2581,176,22,0.017,0.909,0.074,1
79,9,586,43,19,0.03,0.917,0.053,1
54,7,398,36,22,0.0,0.959,0.041,1
77,10,5047,357,22,0.057,0.866,0.077,1
62,8,582,52,24,0.0,0.887,0.113,1
69,8,2506,165,27,0.057,0.889,0.054,1
58,7,2234,173,19,0.128,0.792,0.08,1
65,9,6753,422,27,0.032,0.884,0.084,1
73,9,584,44,19,0.023,0.943,0.035,1
51,6,458,35,12,0.168,0.815,0.018,1
59,8,720,57,15,0.018,0.958,0.024,1
83,9,296,24,23,0.048,0.952,0.0,1
48,6,2489,184,20,0.082,0.857,0.061,1
58,6,2285,172,29,0.025,0.93,0.045,1
75,9,512,46,16,0.0,1.0,0.0,1
60,7,3872,284,24,0.137,0.801,0.061,1
66,7,4764,300,24,0.052,0.848,0.1,1
64,8,676,54,12,0.0,0.787,0.213,1
62,8,2569,182,21,0.029,0.918,0.053,1
55,7,2437,168,16,0.058,0.844,0.098,1
60,7,2125,163,20,0.058,0.857,0.085,1
72,8,2124,166,16,0.114,0.818,0.068,1
64,8,6179,369,22,0.053,0.859,0.088,1
57,7,2954,204,23,0.049,0.796,0.155,1
65,8,4277,250,22,0.1,0.844,0.056,1
72,10,3027,217,23,0.037,0.863,0.1,1
53,7,1774,119,19,0.077,0.846,0.077,1
73,8,2544,191,20,0.088,0.841,0.071,1
57,9,643,52,16,0.0,0.938,0.062,1
57,7,458,47,24,0.041,0.847,0.112,1
70,9,2785,202,16,0.09,0.867,0.042,1
71,7,575,40,18,0.0,0.942,0.058,1
56,8,559,51,17,0.0,0.794,0.206,1
63,8,2659,205,21,0.066,0.853,0.082,1
79,9,1530,112,23,0.052,0.903,0.045,1
60,8,1659,117,13,0.011,0.931,0.059,1
68,7,2841,163,21,0.027,0.887,0.086,1
53,6,4559,308,21,0.073,0.808,0.118,1
69,9,437,39,23,0.032,0.968,0.0,1
65,8,1845,137,17,0.075,0.819,0.107,1
52,7,789,63,21,0.031,0.728,0.241,1
63,7,870,78,22,0.017,0.846,0.137,1
64,10,4948,323,26,0.158,0.755,0.086,1
55,8,1413,128,18,0.026,0.914,0.06,1
74,8,3355,224,25,0.041,0.854,0.105,1
69,9,2345,163,21,0.088,0.825,0.087,1
66,9,3273,206,20,0.013,0.94,0.047,1
67,8,2250,165,19,0.091,0.775,0.134,1
78,8,3825,244,26,0.127,0.792,0.081,1
64,8,2418,174,24,0.064,0.872,0.064,1
63,8,3527,226,24,0.039,0.884,0.076,1
70,8,756,59,19,0.0,0.936,0.064,1
45,5,1469,112,18,0.153,0.808,0.039,1
74,8,1508,118,23,0.043,0.934,0.022,1
61,8,2546,196,27,0.074,0.868,0.058,1
65,9,1889,145,21,0.09,0.849,0.061,1
67,8,3915,270,21,0.095,0.826,0.079,1
71,8,4373,296,20,0.114,0.754,0.132,1
53,7,2707,197,19,0.057,0.866,0.077,1
81,10,2846,210,19,0.117,0.828,0.055,1
83,10,662,63,54,0.042,0.836,0.122,1
69,9,3387,245,20,0.114,0.799,0.087,1
75,9,782,66,37,0.043,0.851,0.105,1
63,8,383,32,20,0.0,0.881,0.119,1
65,8,1274,97,22,0.097,0.814,0.089,1
61,7,4937,295,22,0.089,0.862,0.05,1
66,8,6411,401,20,0.078,0.857,0.065,1
65,8,1497,129,18,0.139,0.784,0.077,1
62,7,400,34,16,0.0,0.825,0.175,1
73,10,3411,218,21,0.027,0.89,0.083,1
74,8,521,39,14,0.066,0.909,0.024,1
59,9,1179,104,16,0.131,0.747,0.123,1
72,8,917,74,14,0.048,0.916,0.036,1
60,7,1643,117,16,0.047,0.925,0.028,1
59,7,1446,115,19,0.04,0.932,0.028,1
63,8,2407,166,22,0.055,0.895,0.05,1
53,6,4749,334,22,0.07,0.856,0.074,1
62,7,1898,134,21,0.045,0.852,0.104,1
56,8,552,52,16,0.183,0.765,0.052,1
62,9,559,50,20,0.026,0.947,0.026,1
78,11,960,76,23,0.0,0.935,0.065,1
77,9,5384,314,21,0.1,0.827,0.073,1
73,9,2975,189,21,0.047,0.863,0.09,1
60,5,1014,82,22,0.045,0.822,0.132,1
64,8,1556,125,25,0.11,0.834,0.056,1
61,9,3846,268,26,0.046,0.893,0.061,1
51,7,6887,437,25,0.068,0.857,0.076,1
61,6,652,56,20,0.026,0.797,0.177,1
71,7,622,49,14,0.173,0.765,0.062,1
61,8,5179,390,19,0.095,0.78,0.125,1
54,8,3923,259,24,0.059,0.824,0.116,1
64,8,2627,187,22,0.026,0.889,0.085,1
82,11,7157,445,20,0.023,0.924,0.053,1
73,11,1549,133,13,0.169,0.719,0.113,1
74,9,809,59,31,0.042,0.941,0.017,1
73,9,3483,232,17,0.07,0.852,0.078,1
82,9,1827,128,21,0.078,0.883,0.039,1
76,9,730,73,13,0.022,0.813,0.165,1
65,8,3492,228,18,0.067,0.837,0.096,1
83,10,544,43,14,0.0,0.939,0.061,1
69,9,6538,436,29,0.046,0.881,0.073,1
74,8,1749,138,19,0.032,0.897,0.071,1
61,9,436,42,25,0.103,0.897,0.0,1
62,9,5656,399,24,0.027,0.839,0.133,1
75,8,6295,357,20,0.039,0.897,0.064,1
65,8,559,45,31,0.0,0.897,0.103,1
61,8,1880,145,26,0.056,0.884,0.06,1
69,10,2730,204,26,0.039,0.887,0.074,1
58,7,2564,170,22,0.131,0.803,0.066,1
58,9,570,55,28,0.072,0.888,0.04,1
76,9,3224,216,26,0.124,0.814,0.062,1
66,8,441,41,23,0.06,0.806,0.134,1
57,8,259,25,15,0.043,0.783,0.174,1
64,7,480,37,15,0.0,0.915,0.085,1
73,9,3020,203,22,0.064,0.86,0.077,1
70,8,553,47,26,0.123,0.69,0.187,1
56,8,652,56,24,0.059,0.848,0.093,1
62,8,1795,142,17,0.088,0.858,0.054,1
59,9,713,58,19,0.107,0.831,0.062,1
66,8,620,52,27,0.073,0.873,0.054,1
69,8,319,27,24,0.0,0.913,0.087,1
69,8,4655,340,26,0.065,0.846,0.089,1
78,11,4168,286,27,0.035,0.895,0.07,1
56,5,1362,104,22,0.046,0.918,0.036,1
69,10,3220,221,23,0.035,0.895,0.07,1
51,6,5963,389,23,0.088,0.861,0.051,1
65,7,3546,236,22,0.056,0.827,0.117,1
67,8,4020,235,23,0.05,0.9,0.049,1
59,6,3031,205,18,0.101,0.831,0.068,1
64,9,2372,151,23,0.037,0.897,0.066,1
53,8,1863,143,26,0.01,0.926,0.064,1
72,9,4914,318,26,0.073,0.832,0.095,1
54,7,1390,92,20,0.098,0.784,0.118,1
62,8,3730,253,26,0.062,0.881,0.057,1
70,9,967,79,17,0.096,0.873,0.031,1
56,7,3563,240,24,0.133,0.772,0.095,1
59,8,3993,256,23,0.052,0.869,0.079,1
72,10,257,26,39,0.065,0.872,0.063,1
66,9,397,39,16,0.0,1.0,0.0,1
54,6,421,40,17,0.0,0.977,0.023,1
68,7,2473,184,17,0.036,0.923,0.041,1
64,9,621,55,14,0.0,0.951,0.049,1
58,7,390,35,21,0.091,0.821,0.088,1
67,9,2562,176,23,0.088,0.782,0.13,1
55,7,2163,163,24,0.035,0.903,0.062,1
72,9,5400,349,23,0.074,0.853,0.073,1
82,11,665,52,28,0.08,0.821,0.099,1
68,8,1431,126,17,0.009,0.924,0.067,1
65,7,2134,153,24,0.046,0.858,0.096,1
59,5,597,47,16,0.057,0.886,0.057,1
75,8,4622,295,21,0.097,0.844,0.059,1
58,7,326,29,13,0.067,0.933,0.0,1
65,9,1975,152,20,0.122,0.757,0.121,1
62,8,535,43,20,0.05,0.874,0.076,1
51,6,5963,389,23,0.088,0.861,0.051,1
62,8,555,42,26,0.095,0.833,0.072,1
74,9,6172,421,22,0.126,0.801,0.073,1
59,7,967,90,21,0.106,0.873,0.021,1
49,8,1724,127,23,0.022,0.918,0.06,1
68,8,1504,113,29,0.074,0.82,0.107,1
65,10,657,55,23,0.119,0.813,0.068,1
88,11,540,47,28,0.07,0.898,0.032,1
44,6,517,42,12,0.101,0.825,0.074,1
67,7,6379,451,23,0.134,0.796,0.07,1
79,10,641,49,15,0.04,0.884,0.076,1
61,7,586,49,19,0.095,0.802,0.103,1
73,9,1930,132,20,0.042,0.899,0.059,1
61,8,2057,143,23,0.074,0.852,0.074,1
75,11,1897,164,20,0.102,0.789,0.109,1
55,7,2351,187,27,0.055,0.861,0.084,1
54,8,473,40,15,0.218,0.751,0.031,1
67,10,4743,340,23,0.072,0.796,0.132,1
68,8,2831,210,28,0.048,0.861,0.091,1
58,9,3179,213,23,0.136,0.768,0.096,1
53,6,3203,221,21,0.11,0.87,0.02,1
54,7,4012,257,23,0.052,0.869,0.079,1
61,8,2408,156,24,0.093,0.851,0.056,1
71,8,3195,230,19,0.052,0.838,0.11,1
67,8,2700,180,38,0.007,0.87,0.122,1
46,6,1377,111,20,0.122,0.806,0.072,1
69,8,446,38,18,0.175,0.825,0.0,1
71,9,2603,183,22,0.012,0.91,0.078,1
70,11,2513,176,24,0.055,0.825,0.121,1
42,8,461,39,17,0.0,0.921,0.079,1
72,9,2443,160,28,0.136,0.817,0.046,1
67,9,256,24,19,0.0,0.868,0.132,1
65,11,2394,168,17,0.028,0.862,0.11,1
52,6,1416,113,20,0.078,0.833,0.088,1
72,7,442,32,17,0.11,0.815,0.075,1
54,7,682,56,18,0.036,0.906,0.059,1
57,7,646,58,23,0.0,0.899,0.101,1
73,10,670,56,15,0.2,0.735,0.064,1
60,8,551,40,19,0.036,0.898,0.066,1
63,9,479,47,16,0.042,0.884,0.073,1
70,8,2125,166,22,0.15,0.776,0.074,1
56,7,1890,138,20,0.108,0.845,0.046,1
68,9,3283,237,21,0.068,0.866,0.066,1
65,8,2607,198,22,0.098,0.85,0.052,1
57,8,5062,357,22,0.074,0.879,0.047,1
57,7,2169,160,21,0.075,0.894,0.03,1
55,7,5358,344,22,0.072,0.852,0.076,1
69,9,2617,191,24,0.041,0.88,0.079,1
65,8,2927,207,19,0.083,0.86,0.057,1
62,8,834,65,31,0.052,0.87,0.078,1
53,8,1190,93,20,0.115,0.788,0.097,1
63,7,381,33,30,0.043,0.932,0.025,1
69,9,808,62,15,0.068,0.862,0.07,1
75,9,778,63,32,0.0,0.918,0.082,1
64,7,2896,223,15,0.078,0.844,0.078,1
38,6,512,45,17,0.026,0.942,0.032,1
66,6,2459,177,23,0.083,0.857,0.06,1
83,11,615,47,19,0.071,0.89,0.039,1
61,8,890,73,23,0.058,0.904,0.038,1
69,7,441,39,22,0.068,0.891,0.042,1
62,7,548,45,30,0.0,0.922,0.078,1
63,9,2405,180,20,0.1,0.818,0.082,1
69,8,527,46,14,0.182,0.787,0.03,1
72,10,4975,348,21,0.045,0.897,0.058,1
57,5,852,69,21,0.081,0.88,0.038,1
65,8,2825,204,20,0.069,0.896,0.036,1
64,6,2240,141,17,0.045,0.924,0.031,1
61,8,4952,332,22,0.072,0.814,0.114,1
67,6,2435,190,25,0.095,0.853,0.052,1
66,9,800,72,22,0.062,0.818,0.12,1
62,8,506,43,20,0.0,0.921,0.079,1
67,7,1554,103,19,0.174,0.786,0.039,1
74,8,2786,200,23,0.054,0.853,0.093,1
78,8,422,36,14,0.0,0.947,0.053,1
59,8,498,43,40,0.159,0.814,0.026,1
97,12,462,43,20,0.0,0.893,0.107,1
65,8,3312,259,16,0.076,0.853,0.071,1
72,8,4031,278,23,0.092,0.833,0.074,1
59,8,409,37,14,0.032,0.968,0.0,1
62,8,455,43,25,0.037,0.963,0.0,1
68,7,3282,224,21,0.074,0.848,0.079,1
68,8,665,62,20,0.019,0.943,0.038,1
65,9,1600,130,25,0.05,0.884,0.066,1
70,8,4417,328,22,0.092,0.845,0.063,1
64,8,643,59,17,0.0,0.944,0.056,1
45,6,569,43,12,0.143,0.789,0.068,1
63,6,3807,257,20,0.053,0.898,0.049,1
65,9,4103,284,24,0.086,0.857,0.058,1
89,10,1137,93,23,0.039,0.892,0.069,1
83,8,1798,119,21,0.144,0.796,0.061,1
68,9,788,66,25,0.035,0.9,0.065,1
64,8,4748,289,26,0.057,0.882,0.061,1
66,10,433,39,23,0.0,0.923,0.077,1
86,11,2852,202,28,0.061,0.815,0.124,1
66,9,2870,202,30,0.034,0.9,0.066,1
79,11,401,34,20,0.062,0.903,0.034,1
79,11,4526,274,25,0.031,0.913,0.056,1
68,9,381,33,14,0.0,1.0,0.0,1
82,11,2430,163,22,0.049,0.895,0.056,1
58,8,2003,144,27,0.135,0.799,0.066,1
61,7,2344,205,23,0.034,0.902,0.064,1
76,9,2469,185,23,0.068,0.88,0.053,1
80,10,533,46,20,0.031,0.969,0.0,1
60,7,4993,313,22,0.107,0.815,0.078,1
67,8,4163,277,19,0.129,0.806,0.065,1
61,8,1652,132,24,0.022,0.951,0.028,1
62,7,584,49,13,0.068,0.824,0.108,1
70,8,4810,344,24,0.063,0.83,0.107,1
69,8,2226,165,20,0.123,0.796,0.081,1
65,9,4181,282,27,0.05,0.895,0.054,1
61,8,4132,299,22,0.072,0.841,0.088,1
52,8,6375,412,30,0.05,0.862,0.087,1
70,8,2663,163,21,0.141,0.81,0.049,1
62,8,8504,501,25,0.051,0.894,0.055,1
57,10,2977,218,28,0.098,0.805,0.096,1
70,8,318,25,15,0.202,0.771,0.027,1
69,9,4086,274,20,0.065,0.767,0.167,1
69,11,1342,112,24,0.1,0.853,0.047,1
