title_len,title_unique,text_len,text_unique,avg_sentence_len,neg,neu,pos,real?
75,9,3276,197,22,0.162,0.794,0.043,0
76,9,2633,151,18,0.094,0.799,0.107,0
101,12,1666,128,33,0.105,0.745,0.15,0
88,10,1933,149,24,0.055,0.909,0.036,0
98,10,2285,129,21,0.129,0.78,0.091,0
107,12,1785,141,32,0.132,0.767,0.101,0
60,7,2086,138,34,0.095,0.82,0.084,0
79,8,2338,153,26,0.086,0.78,0.134,0
78,8,1848,124,24,0.125,0.765,0.11,0
88,9,2099,165,59,0.054,0.853,0.093,0
84,10,1715,131,22,0.058,0.884,0.058,0
84,11,2967,201,38,0.06,0.854,0.086,0
100,11,2061,144,28,0.212,0.743,0.045,0
85,7,2515,180,47,0.165,0.732,0.103,0
89,9,2135,158,48,0.137,0.767,0.095,0
72,8,3457,208,29,0.18,0.72,0.1,0
86,9,3169,212,23,0.121,0.811,0.069,0
82,9,2491,171,29,0.111,0.801,0.089,0
79,9,3364,233,25,0.146,0.816,0.038,0
90,10,4967,359,37,0.103,0.773,0.124,0
96,11,2012,121,16,0.077,0.776,0.147,0
83,10,2424,177,74,0.07,0.863,0.067,0
90,13,2012,146,20,0.046,0.873,0.081,0
77,10,3234,206,34,0.038,0.869,0.093,0
82,9,2422,166,22,0.048,0.884,0.068,0
91,11,2857,219,24,0.184,0.701,0.114,0
82,8,6942,429,40,0.068,0.811,0.121,0
79,9,1951,137,20,0.035,0.916,0.049,0
92,9,1871,121,20,0.1,0.796,0.105,0
83,10,2996,190,25,0.109,0.843,0.047,0
57,6,2508,147,21,0.098,0.771,0.131,0
94,13,2602,170,26,0.084,0.844,0.072,0
80,9,4042,269,41,0.114,0.753,0.133,0
95,13,2741,187,19,0.09,0.84,0.071,0
94,12,2131,160,25,0.066,0.83,0.104,0
90,11,3943,264,22,0.095,0.811,0.094,0
67,9,3315,245,38,0.075,0.828,0.097,0
79,9,2136,139,23,0.163,0.798,0.039,0
95,12,2042,154,26,0.028,0.905,0.067,0
72,8,2638,188,42,0.125,0.78,0.095,0
92,12,4467,280,20,0.16,0.731,0.109,0
60,5,2356,148,20,0.129,0.807,0.064,0
87,9,1692,129,26,0.133,0.759,0.108,0
93,12,1593,115,29,0.051,0.819,0.13,0
69,7,3010,223,22,0.113,0.764,0.123,0
78,9,1150,94,33,0.062,0.876,0.062,0
93,10,2568,184,37,0.111,0.827,0.062,0
69,9,2209,143,23,0.051,0.912,0.037,0
89,11,3453,227,31,0.019,0.926,0.055,0
87,11,2912,208,37,0.06,0.842,0.098,0
91,8,3086,199,22,0.098,0.83,0.072,0
95,10,2100,141,23,0.08,0.826,0.095,0
82,10,3215,207,24,0.084,0.88,0.035,0
83,11,2348,170,26,0.071,0.822,0.106,0
81,9,1686,126,22,0.121,0.679,0.2,0
90,12,3114,227,28,0.125,0.761,0.114,0
73,7,2631,188,26,0.089,0.816,0.095,0
82,10,2616,173,20,0.153,0.777,0.069,0
89,12,3261,232,27,0.092,0.833,0.075,0
89,11,1882,144,31,0.042,0.861,0.097,0
115,10,2812,182,33,0.15,0.759,0.091,0
68,9,2032,134,22,0.035,0.902,0.063,0
76,10,2275,177,70,0.064,0.809,0.127,0
95,11,2529,178,23,0.126,0.803,0.071,0
74,9,2023,145,23,0.053,0.866,0.081,0
88,9,2604,180,22,0.129,0.782,0.088,0
74,9,2832,196,26,0.122,0.776,0.103,0
113,12,2445,154,17,0.085,0.866,0.049,0
83,10,2893,212,28,0.05,0.823,0.127,0
76,9,770,61,40,0.201,0.721,0.078,0
69,7,2754,210,29,0.042,0.87,0.088,0
60,6,2035,152,19,0.052,0.894,0.054,0
65,7,2926,201,26,0.026,0.877,0.097,0
93,10,2356,170,32,0.12,0.783,0.097,0
91,11,2220,162,44,0.245,0.69,0.065,0
97,14,3176,229,43,0.072,0.841,0.087,0
78,9,1881,136,146,0.126,0.819,0.055,0
89,9,2029,139,33,0.132,0.728,0.139,0
87,9,2157,144,25,0.151,0.728,0.121,0
66,7,2184,173,22,0.044,0.831,0.125,0
94,12,2048,151,33,0.097,0.776,0.127,0
83,11,1810,142,19,0.105,0.841,0.054,0
55,7,1381,105,23,0.17,0.762,0.068,0
94,9,2205,159,51,0.077,0.855,0.068,0
93,9,2672,204,24,0.111,0.765,0.124,0
84,9,2387,150,39,0.042,0.932,0.026,0
55,6,1647,115,48,0.03,0.925,0.045,0
92,10,1908,140,31,0.167,0.73,0.103,0
87,9,1784,128,30,0.03,0.9,0.07,0
87,9,1964,149,34,0.219,0.631,0.15,0
92,10,1420,110,26,0.175,0.783,0.042,0
82,11,2370,171,19,0.069,0.82,0.111,0
85,9,2748,186,20,0.159,0.779,0.062,0
87,9,3457,262,34,0.031,0.88,0.089,0
89,10,2337,167,25,0.12,0.739,0.141,0
83,9,1972,155,25,0.083,0.814,0.103,0
82,10,3535,241,17,0.196,0.71,0.094,0
82,9,1971,127,31,0.158,0.802,0.04,0
106,11,1934,127,31,0.087,0.839,0.074,0
63,8,2154,133,30,0.134,0.74,0.126,0
94,11,1526,114,19,0.174,0.747,0.079,0
72,6,3138,231,29,0.085,0.766,0.149,0
89,9,3586,226,28,0.102,0.742,0.156,0
115,11,2586,184,31,0.146,0.801,0.054,0
88,9,2226,182,74,0.105,0.824,0.071,0
96,12,1392,111,25,0.041,0.875,0.084,0
82,8,2976,201,30,0.072,0.835,0.093,0
70,9,2656,179,32,0.08,0.858,0.062,0
85,9,2481,178,24,0.11,0.779,0.111,0
82,9,1759,106,26,0.253,0.666,0.081,0
66,7,2613,174,30,0.095,0.83,0.076,0
87,12,2454,193,41,0.197,0.713,0.09,0
95,11,2625,183,36,0.217,0.734,0.049,0
95,9,1612,116,22,0.229,0.663,0.108,0
89,8,3694,224,32,0.092,0.863,0.045,0
87,10,2745,217,36,0.084,0.818,0.098,0
71,7,2264,169,23,0.113,0.839,0.049,0
78,8,2655,207,44,0.061,0.813,0.126,0
68,7,2421,171,23,0.207,0.688,0.105,0
93,11,2047,150,33,0.037,0.95,0.014,0
115,12,3222,214,25,0.175,0.733,0.092,0
77,8,2054,141,22,0.085,0.832,0.083,0
96,10,3375,207,25,0.082,0.855,0.063,0
56,7,1372,111,76,0.017,0.892,0.091,0
66,7,1985,149,25,0.041,0.878,0.081,0
54,5,2537,191,94,0.089,0.798,0.113,0
112,14,1891,146,26,0.111,0.805,0.084,0
98,11,2046,141,28,0.096,0.882,0.022,0
78,7,2557,175,26,0.224,0.752,0.024,0
87,9,2299,177,28,0.133,0.736,0.131,0
90,10,2162,150,33,0.086,0.798,0.116,0
92,9,1708,121,22,0.092,0.812,0.096,0
89,9,4210,234,48,0.102,0.86,0.038,0
92,9,1829,134,29,0.104,0.862,0.034,0
84,10,3117,230,18,0.082,0.806,0.112,0
74,7,3112,222,22,0.139,0.794,0.066,0
97,11,1539,124,74,0.095,0.815,0.09,0
81,8,1743,136,24,0.318,0.646,0.036,0
74,7,2481,176,97,0.039,0.874,0.087,0
78,7,1756,129,24,0.087,0.847,0.067,0
76,9,3096,212,45,0.081,0.782,0.137,0
95,10,2224,166,24,0.163,0.783,0.055,0
63,6,1629,120,23,0.054,0.929,0.017,0
75,8,1471,105,27,0.239,0.735,0.026,0
80,9,2862,196,42,0.093,0.855,0.052,0
66,6,1202,96,34,0.028,0.887,0.085,0
90,9,1374,104,17,0.095,0.821,0.084,0
98,10,2673,185,32,0.044,0.87,0.086,0
88,11,1976,156,50,0.122,0.809,0.07,0
79,9,4307,303,28,0.108,0.817,0.075,0
101,11,1889,142,25,0.116,0.776,0.107,0
87,9,3203,242,70,0.105,0.769,0.126,0
88,10,2096,157,22,0.198,0.727,0.076,0
85,10,2707,200,36,0.148,0.71,0.143,0
72,9,2030,152,23,0.123,0.8,0.076,0
96,14,2561,177,25,0.178,0.77,0.051,0
96,10,3277,225,31,0.051,0.898,0.05,0
57,7,1907,142,25,0.091,0.808,0.101,0
81,10,3055,202,25,0.122,0.775,0.104,0
96,12,1891,138,23,0.149,0.781,0.071,0
94,12,2745,206,44,0.036,0.888,0.076,0
80,10,1802,125,17,0.125,0.824,0.051,0
77,9,2466,170,26,0.161,0.777,0.062,0
92,11,2135,157,51,0.074,0.811,0.115,0
94,10,2102,161,41,0.211,0.707,0.082,0
96,11,3157,204,26,0.027,0.862,0.11,0
100,12,3818,275,30,0.098,0.8,0.102,0
99,13,2072,153,37,0.183,0.756,0.061,0
91,11,3660,238,57,0.036,0.929,0.035,0
69,9,3116,222,23,0.142,0.73,0.128,0
95,10,3649,236,26,0.103,0.834,0.063,0
101,12,2205,148,15,0.203,0.748,0.049,0
89,10,2049,145,27,0.168,0.81,0.023,0
101,12,2232,156,31,0.116,0.851,0.033,0
81,10,3171,212,33,0.055,0.847,0.099,0
98,13,2475,182,35,0.166,0.788,0.046,0
60,7,2278,169,28,0.167,0.708,0.125,0
84,11,1662,121,39,0.038,0.833,0.129,0
101,13,3163,229,23,0.073,0.778,0.149,0
82,10,1920,157,17,0.111,0.793,0.096,0
93,10,2536,168,27,0.048,0.813,0.139,0
80,9,2078,140,28,0.06,0.815,0.125,0
79,9,1930,138,24,0.091,0.808,0.101,0
87,11,2553,176,24,0.106,0.774,0.12,0
97,10,1922,154,36,0.069,0.846,0.085,0
85,10,1824,120,27,0.075,0.856,0.069,0
86,8,2355,160,41,0.052,0.864,0.084,0
88,11,1362,101,151,0.169,0.734,0.098,0
89,10,2196,140,20,0.107,0.793,0.101,0
90,10,3093,234,47,0.119,0.785,0.097,0
87,10,1818,122,29,0.12,0.74,0.14,0
87,9,2268,170,29,0.089,0.835,0.076,0
60,8,2788,193,30,0.146,0.774,0.08,0
90,11,1740,145,37,0.119,0.791,0.09,0
73,10,3507,249,36,0.084,0.872,0.043,0
87,9,2205,142,22,0.052,0.774,0.174,0
94,8,2013,134,18,0.118,0.82,0.062,0
82,9,2159,158,46,0.191,0.7,0.109,0
88,10,3892,282,55,0.206,0.729,0.066,0
64,9,3146,218,24,0.115,0.785,0.1,0
94,12,2623,185,35,0.043,0.906,0.05,0
76,7,1829,152,44,0.086,0.831,0.083,0
86,13,2722,175,23,0.131,0.786,0.083,0
93,11,1826,138,22,0.109,0.817,0.074,0
85,9,2685,185,22,0.229,0.734,0.037,0
77,8,2067,142,23,0.078,0.867,0.055,0
85,11,1911,146,24,0.146,0.781,0.073,0
99,11,1618,113,15,0.139,0.773,0.088,0
82,11,2891,195,28,0.241,0.725,0.034,0
102,10,1992,151,40,0.107,0.736,0.157,0
77,9,1746,131,28,0.1,0.818,0.082,0
78,8,1640,125,34,0.096,0.823,0.081,0
89,12,2306,150,14,0.171,0.772,0.057,0
91,10,3076,241,47,0.094,0.804,0.102,0
87,11,2211,154,28,0.105,0.773,0.122,0
98,11,1922,121,25,0.117,0.802,0.081,0
73,10,2332,185,50,0.159,0.77,0.072,0
90,11,2685,203,25,0.083,0.837,0.08,0
58,4,2571,181,29,0.113,0.848,0.038,0
87,8,2335,179,42,0.091,0.822,0.087,0
85,9,3191,253,49,0.064,0.816,0.119,0
79,9,2607,198,32,0.1,0.807,0.093,0
88,10,1552,106,17,0.024,0.791,0.185,0
81,7,2307,152,21,0.175,0.755,0.07,0
83,7,2380,170,23,0.072,0.885,0.043,0
94,10,2232,156,30,0.125,0.759,0.116,0
90,11,2062,161,30,0.044,0.863,0.093,0
81,11,2119,168,29,0.225,0.732,0.043,0
89,10,1315,90,20,0.188,0.786,0.026,0
90,9,2380,162,17,0.122,0.809,0.07,0
88,13,2878,210,21,0.176,0.687,0.136,0
93,12,3101,214,21,0.097,0.815,0.089,0
90,11,4809,325,29,0.145,0.745,0.109,0
70,8,2697,189,24,0.199,0.674,0.127,0
87,14,3657,268,25,0.096,0.824,0.081,0
88,10,3741,263,25,0.206,0.749,0.045,0
84,10,5015,338,28,0.079,0.875,0.046,0
86,9,2970,186,29,0.182,0.722,0.096,0
82,9,1958,140,24,0.146,0.752,0.102,0
60,8,2733,217,24,0.114,0.762,0.123,0
107,11,2188,155,20,0.102,0.758,0.14,0
59,7,1723,137,26,0.102,0.795,0.104,0
72,9,2387,165,30,0.103,0.813,0.084,0
86,11,2102,156,26,0.098,0.816,0.086,0
87,8,2571,178,21,0.113,0.76,0.126,0
93,10,1900,149,24,0.091,0.781,0.128,0
111,11,1650,121,26,0.128,0.812,0.06,0
87,11,3799,253,18,0.161,0.734,0.105,0
80,10,1760,139,28,0.182,0.715,0.104,0
72,7,2344,165,27,0.107,0.832,0.061,0
89,11,3945,244,20,0.153,0.747,0.101,0
83,9,2079,140,19,0.185,0.752,0.063,0
90,9,3673,231,27,0.097,0.848,0.055,0
83,9,1934,145,28,0.111,0.805,0.084,0
80,7,4679,287,24,0.117,0.8,0.083,0
84,7,1423,100,14,0.122,0.742,0.135,0
66,6,3368,236,40,0.036,0.919,0.045,0
92,12,3010,192,24,0.02,0.898,0.082,0
94,12,5024,318,28,0.071,0.837,0.092,0
82,10,1849,137,29,0.138,0.769,0.093,0
75,9,2999,201,31,0.092,0.832,0.076,0
78,7,1725,127,34,0.08,0.866,0.054,0
84,11,3297,212,24,0.164,0.77,0.066,0
90,10,3052,189,29,0.091,0.758,0.15,0
88,7,2895,209,33,0.078,0.858,0.064,0
96,10,4557,285,22,0.07,0.768,0.162,0
74,9,2457,171,23,0.14,0.791,0.07,0
83,8,2423,159,57,0.029,0.915,0.056,0
69,8,359,32,36,0.258,0.716,0.026,0
89,9,2131,169,26,0.114,0.811,0.075,0
71,8,2961,215,36,0.081,0.809,0.11,0
99,11,2509,166,16,0.136,0.82,0.044,0
97,9,3899,205,27,0.089,0.831,0.08,0
75,9,1916,132,27,0.215,0.68,0.105,0
77,11,2343,177,29,0.14,0.764,0.096,0
90,10,2558,172,25,0.117,0.847,0.036,0
78,10,2386,173,31,0.085,0.844,0.071,0
94,11,2990,208,34,0.108,0.859,0.033,0
98,9,3371,219,36,0.075,0.84,0.085,0
100,13,2413,183,38,0.069,0.86,0.071,0
95,8,3410,230,28,0.095,0.823,0.082,0
111,13,3080,200,27,0.108,0.814,0.079,0
83,11,2304,167,34,0.1,0.836,0.064,0
82,9,1782,136,26,0.124,0.747,0.129,0
89,12,3341,204,21,0.139,0.718,0.142,0
60,8,2852,195,23,0.133,0.77,0.097,0
77,8,1883,157,33,0.157,0.785,0.057,0
93,11,3040,204,39,0.047,0.846,0.107,0
81,9,2989,185,23,0.097,0.767,0.136,0
96,11,2551,185,22,0.094,0.829,0.077,0
100,11,2510,196,49,0.069,0.809,0.121,0
86,9,3696,258,22,0.1,0.801,0.099,0
93,11,1573,106,17,0.121,0.84,0.039,0
88,11,1806,129,32,0.098,0.715,0.188,0
93,11,1881,134,20,0.087,0.86,0.053,0
82,9,1965,144,38,0.052,0.862,0.086,0
112,12,1438,104,29,0.125,0.765,0.109,0
83,11,3830,263,33,0.066,0.848,0.086,0
95,11,2696,179,28,0.044,0.902,0.054,0
98,10,2782,198,33,0.194,0.713,0.093,0
85,9,1841,136,48,0.102,0.825,0.072,0
90,9,3050,204,27,0.165,0.698,0.137,0
66,7,2590,188,26,0.09,0.824,0.087,0
88,10,1885,135,24,0.153,0.756,0.091,0
93,9,2382,191,58,0.075,0.819,0.106,0
116,12,2393,172,23,0.085,0.785,0.13,0
89,9,3671,244,24,0.076,0.883,0.041,0
90,8,2435,171,41,0.266,0.655,0.08,0
104,12,3932,253,28,0.074,0.781,0.144,0
96,8,3175,260,71,0.118,0.733,0.149,0
117,12,2279,154,25,0.173,0.734,0.093,0
95,11,2346,164,36,0.085,0.767,0.149,0
89,12,4055,296,22,0.047,0.87,0.083,0
95,9,2489,173,36,0.056,0.877,0.067,0
86,9,1723,128,16,0.126,0.771,0.103,0
80,9,1847,152,23,0.134,0.778,0.088,0
82,9,1608,115,33,0.047,0.898,0.055,0
108,11,2769,186,26,0.142,0.763,0.094,0
74,8,3370,229,35,0.059,0.778,0.162,0
95,8,2219,145,28,0.039,0.785,0.176,0
100,10,2199,158,22,0.047,0.895,0.059,0
93,10,2775,168,24,0.064,0.845,0.091,0
97,10,2968,185,25,0.164,0.746,0.09,0
77,8,2092,149,30,0.132,0.811,0.057,0
91,11,2933,199,36,0.056,0.825,0.119,0
89,11,2353,160,24,0.231,0.689,0.08,0
87,8,3471,232,38,0.063,0.814,0.122,0
122,15,1736,145,39,0.128,0.777,0.095,0
70,8,1626,121,38,0.109,0.836,0.056,0
100,10,1770,146,49,0.069,0.818,0.113,0
98,13,2094,148,20,0.078,0.85,0.073,0
80,9,1881,132,21,0.093,0.81,0.097,0
92,9,2559,165,23,0.039,0.804,0.157,0
84,10,1342,94,52,0.069,0.807,0.124,0
86,11,1909,143,30,0.185,0.749,0.066,0
86,8,2403,146,52,0.156,0.755,0.089,0
97,10,5619,368,21,0.133,0.764,0.103,0
68,9,3690,275,31,0.13,0.783,0.087,0
79,7,1921,144,33,0.08,0.806,0.113,0
73,9,2574,192,34,0.062,0.802,0.136,0
86,9,2114,149,22,0.036,0.879,0.086,0
65,10,2587,174,21,0.101,0.802,0.097,0
89,9,2606,218,47,0.047,0.855,0.097,0
119,14,1809,130,23,0.158,0.725,0.117,0
78,9,1749,142,23,0.198,0.688,0.114,0
78,8,2945,161,19,0.068,0.859,0.073,0
86,8,2704,165,37,0.095,0.808,0.098,0
101,9,2295,175,30,0.09,0.835,0.075,0
89,10,2650,171,20,0.118,0.792,0.089,0
93,11,1645,128,17,0.085,0.797,0.117,0
85,8,2176,163,40,0.072,0.839,0.09,0
80,9,2613,175,27,0.107,0.772,0.12,0
84,7,2143,159,31,0.03,0.908,0.063,0
74,9,1301,107,25,0.204,0.698,0.098,0
84,8,1912,134,41,0.067,0.862,0.071,0
97,10,2174,139,44,0.084,0.843,0.073,0
84,7,2915,206,27,0.08,0.864,0.057,0
93,9,2169,159,31,0.09,0.857,0.053,0
71,9,2606,194,24,0.183,0.738,0.079,0
102,11,1896,126,22,0.096,0.767,0.137,0
82,10,2384,189,24,0.119,0.813,0.069,0
95,10,2020,155,39,0.16,0.718,0.121,0
86,11,2009,138,24,0.19,0.78,0.03,0
81,9,3056,243,65,0.045,0.88,0.075,0
102,13,1999,150,24,0.089,0.868,0.043,0
86,9,3131,233,24,0.174,0.71,0.116,0
86,10,2215,138,43,0.096,0.784,0.12,0
95,11,2572,183,29,0.067,0.81,0.124,0
85,11,1888,143,26,0.123,0.736,0.14,0
70,7,2025,148,18,0.144,0.755,0.101,0
104,11,1895,129,35,0.106,0.819,0.076,0
79,8,2894,181,34,0.045,0.881,0.074,0
88,8,2045,143,38,0.065,0.828,0.107,0
86,11,2068,174,26,0.089,0.836,0.075,0
93,10,2119,148,25,0.1,0.807,0.093,0
73,7,2170,165,21,0.149,0.738,0.113,0
90,10,2758,162,24,0.065,0.848,0.087,0
94,12,2236,161,40,0.115,0.818,0.068,0
75,8,2089,173,31,0.112,0.82,0.068,0
64,7,2090,150,28,0.043,0.756,0.2,0
75,8,3619,234,38,0.082,0.855,0.064,0
79,10,1751,121,40,0.153,0.765,0.082,0
59,7,2162,148,29,0.048,0.855,0.097,0
81,9,2833,204,33,0.032,0.93,0.038,0
77,8,2000,149,51,0.099,0.806,0.095,0
84,8,2390,179,28,0.11,0.809,0.081,0
78,9,3119,228,22,0.053,0.9,0.047,0
104,11,1552,106,31,0.081,0.809,0.109,0
105,12,3623,242,30,0.147,0.787,0.066,0
64,7,2204,146,28,0.127,0.788,0.084,0
100,10,3123,224,27,0.117,0.826,0.057,0
77,8,2036,156,28,0.125,0.809,0.066,0
78,8,2451,171,30,0.059,0.89,0.051,0
97,12,2532,173,39,0.082,0.835,0.083,0
57,6,2115,154,110,0.051,0.893,0.056,0
99,10,2017,142,33,0.039,0.84,0.121,0
84,9,1819,123,26,0.134,0.787,0.079,0
97,12,2347,174,21,0.082,0.795,0.123,0
74,9,3830,281,26,0.086,0.795,0.12,0
78,9,2168,160,28,0.061,0.835,0.104,0
70,8,2251,159,36,0.101,0.848,0.052,0
89,12,2723,150,21,0.035,0.782,0.183,0
88,10,1929,126,33,0.123,0.804,0.073,0
69,7,2372,155,27,0.197,0.735,0.068,0
97,8,2974,218,31,0.088,0.772,0.14,0
77,9,3345,194,23,0.102,0.8,0.098,0
81,10,1867,125,30,0.164,0.765,0.071,0
88,11,1979,125,27,0.063,0.753,0.184,0
65,9,3489,233,18,0.071,0.801,0.127,0
83,11,1379,106,33,0.051,0.768,0.181,0
86,10,1359,93,29,0.048,0.815,0.137,0
79,9,1338,105,56,0.078,0.849,0.073,0
51,7,2309,161,26,0.094,0.809,0.097,0
78,8,2295,171,20,0.132,0.817,0.051,0
68,6,2459,164,32,0.039,0.864,0.098,0
89,8,1772,123,37,0.065,0.83,0.105,0
83,9,2722,211,33,0.072,0.855,0.072,0
101,12,2588,166,24,0.055,0.812,0.133,0
93,10,3004,177,35,0.078,0.871,0.052,0
70,8,2506,177,22,0.145,0.749,0.106,0
65,9,2389,173,30,0.15,0.783,0.068,0
60,6,3194,248,27,0.16,0.725,0.115,0
100,10,1762,115,31,0.086,0.768,0.146,0
92,10,2657,168,30,0.071,0.781,0.148,0
95,12,1849,134,30,0.109,0.763,0.128,0
72,8,1950,136,21,0.065,0.869,0.067,0
86,10,2695,196,30,0.116,0.784,0.1,0
72,8,1537,118,16,0.129,0.734,0.137,0
75,8,3163,223,22,0.107,0.817,0.077,0
99,10,1783,141,46,0.136,0.712,0.152,0
89,12,3218,219,32,0.169,0.747,0.083,0
79,7,2226,146,18,0.179,0.78,0.041,0
55,6,3053,214,37,0.114,0.762,0.124,0
82,10,2211,169,27,0.103,0.858,0.038,0
92,11,1868,151,34,0.114,0.836,0.05,0
106,11,2518,160,24,0.15,0.725,0.124,0
85,11,2640,176,52,0.176,0.761,0.063,0
92,8,3375,250,28,0.124,0.778,0.098,0
77,9,1961,149,22,0.089,0.82,0.091,0
86,9,2006,159,28,0.051,0.897,0.052,0
88,10,1726,115,19,0.07,0.764,0.166,0
85,8,2929,202,22,0.047,0.858,0.094,0
94,10,1951,134,23,0.081,0.841,0.078,0
86,10,2563,181,31,0.041,0.876,0.083,0
83,8,1862,141,24,0.08,0.865,0.055,0
56,5,1987,144,32,0.073,0.877,0.051,0
105,11,2551,187,28,0.041,0.906,0.053,0
93,8,2191,165,173,0.008,0.932,0.06,0
93,11,2080,136,45,0.163,0.779,0.058,0
88,10,5630,326,24,0.156,0.74,0.104,0
91,13,2058,151,37,0.114,0.811,0.075,0
111,14,3128,216,27,0.19,0.751,0.059,0
71,7,2327,162,22,0.103,0.762,0.135,0
90,10,2920,218,24,0.126,0.744,0.13,0
67,9,1889,140,40,0.203,0.719,0.078,0
83,10,2049,147,37,0.059,0.875,0.066,0
93,11,1919,146,26,0.065,0.791,0.144,0
95,9,3836,245,23,0.099,0.812,0.089,0
87,9,2168,156,29,0.055,0.838,0.107,0
71,10,2683,190,34,0.064,0.846,0.09,0
83,11,1822,145,39,0.107,0.737,0.156,0
89,9,3056,224,32,0.094,0.802,0.104,0
76,8,2157,166,27,0.091,0.805,0.103,0
94,10,1865,135,22,0.071,0.831,0.098,0
81,10,2648,174,27,0.05,0.844,0.106,0
89,10,2043,127,32,0.184,0.774,0.042,0
69,8,1974,146,76,0.043,0.928,0.03,0
90,8,3855,264,31,0.207,0.732,0.06,0
98,12,1928,145,68,0.074,0.88,0.047,0
85,11,1747,131,34,0.162,0.788,0.051,0
62,7,2222,167,24,0.203,0.743,0.054,0
90,9,3915,252,25,0.151,0.807,0.042,0
86,9,2066,140,30,0.072,0.862,0.067,0
79,8,2897,201,37,0.121,0.82,0.059,0
56,8,2335,173,23,0.117,0.773,0.11,0
89,10,3723,244,27,0.107,0.834,0.059,0
100,11,2841,219,22,0.073,0.803,0.124,0
98,9,2642,198,30,0.136,0.8,0.064,0
80,8,1969,153,22,0.061,0.821,0.118,0
95,9,2011,145,43,0.133,0.783,0.084,0
72,10,2908,214,30,0.198,0.748,0.054,0
71,8,2230,154,21,0.172,0.771,0.057,0
85,8,2733,187,27,0.108,0.791,0.101,0
62,9,3269,246,32,0.086,0.835,0.079,0
67,7,3300,235,30,0.123,0.808,0.069,0
68,7,1880,148,37,0.108,0.828,0.065,0
91,12,2396,168,50,0.071,0.843,0.087,0
95,11,2625,187,16,0.13,0.783,0.088,0
79,9,2041,153,43,0.079,0.745,0.176,0
89,8,2078,157,27,0.134,0.792,0.074,0
98,12,2436,170,27,0.138,0.753,0.108,0
84,8,1788,134,20,0.166,0.732,0.102,0
60,8,1922,149,27,0.214,0.698,0.088,0
68,7,3171,222,32,0.103,0.803,0.094,0
94,8,2886,222,39,0.111,0.818,0.071,0
92,11,2124,154,21,0.045,0.855,0.1,0
87,10,2029,130,23,0.193,0.722,0.085,0
85,12,3436,239,28,0.075,0.826,0.1,0
71,7,2432,169,22,0.087,0.868,0.044,0
103,9,1833,120,39,0.107,0.76,0.132,0
100,11,2309,161,24,0.209,0.656,0.135,0
57,7,2213,164,26,0.139,0.744,0.117,0
90,9,3064,208,38,0.101,0.803,0.095,0
82,10,1917,130,28,0.101,0.799,0.1,0
77,9,2239,165,22,0.098,0.841,0.061,0
71,8,2205,155,25,0.171,0.768,0.061,0
85,10,2231,155,33,0.173,0.737,0.09,0
81,9,3177,221,29,0.158,0.758,0.084,0
89,9,2393,173,21,0.171,0.765,0.064,0
102,11,2572,195,27,0.152,0.781,0.067,0
97,10,1919,135,32,0.182,0.68,0.139,0
76,9,2610,176,25,0.226,0.651,0.123,0
81,11,1829,135,35,0.227,0.688,0.085,0
66,9,2807,199,22,0.168,0.754,0.077,0
54,7,2361,163,30,0.243,0.67,0.088,0
62,7,2176,156,28,0.104,0.757,0.139,0
87,7,4197,258,16,0.211,0.716,0.073,0
